name,date_detected,common_name,pole_position
Z2B_PRESENT,2020-10-09T08:36:34Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:28Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:31Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:25Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:16Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:19Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:22Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:13Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:10Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:07Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:31Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:28Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:34Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:16Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:10Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:19Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:25Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:22Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:13Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:58Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:01Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:04Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:07Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:55Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:36:52Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:37Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:21:40Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:21:37Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:21:10Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:21:07Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:21:04Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:21:01Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:20:58Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:20:55Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:20:40Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:20:37Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:20:49Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:20:46Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:20:52Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:20:43Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:20:34Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:20:31Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:40Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T08:37:46Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-14T12:10:47Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-14T12:10:44Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-14T12:10:50Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:31:34Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:31:28Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:31:31Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:04Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:01Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:55Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:58Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:52Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:49Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:46Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:43Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:40Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:37Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:31Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:34Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:28Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:22Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:19Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:16Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:25Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:13Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:10Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:07Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:04Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:32:01Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:31:55Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:31:58Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:31:52Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:31:43Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:31:46Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:31:49Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:31:40Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:31:37Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:07Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:34Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:31Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:28Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:37Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:13Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:19Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:25Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:16Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:22Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:33:10Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-09T10:52:43Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:52:40Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:52:37Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:52:34Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:48:43Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:48:40Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:40Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:48:37Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:37Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:48:34Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:34Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:31Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:28Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:52:46Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:34Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:31Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:25Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:28Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:22Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:19Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:16Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:10Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:13Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:07Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:04Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:01Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:33:58Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:33:55Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:33:52Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:33:46Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:33:49Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:33:43Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:33:40Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:37Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:25Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:22Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:19Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:16Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:13Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:04Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:58Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:01Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:10Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:35:07Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:55Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:40Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:49Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:52Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:46Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-09T10:34:43Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T13:21:11Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-15T13:21:14Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-15T13:20:35Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T13:20:41Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T13:21:05Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T13:20:50Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T13:20:38Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T13:21:08Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:22:53Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:22:50Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:22:56Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:05Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:08Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:11Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:14Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:20Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:17Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:23Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:26Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:29Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:35Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:38Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:41Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:44Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:32Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:47Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:50Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:23:56Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:23:11Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:23:17Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:24:02Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:24:41Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:24:44Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:29:53Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:24:59Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-16T11:05:44Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:05:41Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:05:38Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:05:50Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:05:47Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:32Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:29Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:20Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:17Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:14Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:11Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:08Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:59Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:53Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:47Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:44Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:38Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:35Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:05:56Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:26Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:05:53Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:02Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:05Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:56Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:50Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:41Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:23Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:20Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:11Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:08Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:17Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:14Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:05Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:06:02Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:05:59Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:23Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:08:23Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:08:17Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:08:14Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:08:11Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:08:20Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:08:08Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:08:05Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:08:02Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:59Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:53Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:56Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:50Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:07:47Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-14T12:10:53Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-14T12:10:56Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-14T12:10:59Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-14T12:11:05Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-14T12:11:02Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-15T08:24:38Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-16T11:21:47Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:21:44Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:21:41Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:21:38Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:20Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:14Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:17Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:11Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:08Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:02Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:05Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:21:59Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:21:56Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:21:50Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:21:53Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:23Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:47Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:50Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:41Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:44Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:38Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:35Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:29Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:32Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:26Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:23Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:20Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:17Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:14Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:11Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:08Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:05Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:23:02Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:59Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:56Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:47Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:22:50Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-15T08:27:29Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:27:35Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:27:32Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:26Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:29Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:35Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:38Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:32Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:47Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:44Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:41Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:53Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:50Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:56Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:24:41Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:24:44Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:25:08Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:25:05Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:25:02Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:40:44Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:40:38Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:40:47Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:40:41Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:40:53Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:40:50Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:40:59Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:40:56Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:02Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:08Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:11Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:05Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:14Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:20Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:23Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:29Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:17Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:26Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:32Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:35Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:41Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:38Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:47Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:44Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:53Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:50Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:38:02Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:38:08Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:37:59Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:38:05Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:56Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:41:59Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T08:42:02Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-16T11:17:47Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:17:41Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:17:44Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:17:50Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:17:38Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:17:53Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:19:20Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:19:17Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:19:14Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:19:08Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:19:11Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:19:02Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:18:59Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-15T10:25:02Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:26:11Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:25:44Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:27:17Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:27:20Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:27:26Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:27:35Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:27:38Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:27:41Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:27:44Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:27:47Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:27:50Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:27:53Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:28:08Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:28:17Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:28:23Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:28:32Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-15T10:28:41Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-16T08:20:13Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T08:20:18Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T08:20:28Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T08:20:33Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T08:20:23Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T08:20:38Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T08:26:58Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-16T08:27:03Z,Woodland Caribou,B
Z2B_PRESENT,2020-10-16T11:03:29Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:03:35Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:03:50Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:03:41Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:03:38Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:04:17Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:04:20Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:04:14Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:04:11Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:04:08Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:04:02Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:04:05Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:03:59Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:03:56Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:03:53Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:03:47Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:03:32Z,Woodland Caribou,F
Z2B_PRESENT,2020-10-16T11:03:44Z,Woodland Caribou,F
